iter	Logloss
0	0.3822251988
1	0.2516046918
2	0.2104795569
3	0.190753621
4	0.1746688422
5	0.1634245156
6	0.1541851981
7	0.1488353189
8	0.1431332661
9	0.1382941527
10	0.1344197591
11	0.1317157167
12	0.1290029373
13	0.1264404683
14	0.1245861562
15	0.1223753503
16	0.1201265181
17	0.1178480379
18	0.115625479
19	0.113782768
20	0.111844322
21	0.110512639
22	0.1088116877
23	0.1065136216
24	0.1052223803
25	0.1027172956
26	0.1014918168
27	0.09986117608
28	0.09868256402
29	0.09688103312
30	0.09543578218
31	0.09425372637
32	0.09332779186
33	0.09184866931
34	0.09065152034
35	0.08987434349
36	0.08834887176
37	0.08728406916
38	0.08595540199
39	0.08520604431
40	0.08420226305
41	0.08314593525
42	0.0817719403
43	0.08117536375
44	0.08033118211
45	0.07929179012
46	0.07846041731
47	0.07770831981
48	0.07702543551
49	0.07635734072
50	0.07601513942
51	0.07479478136
52	0.07381244247
53	0.07297923391
54	0.0725835613
55	0.07207816481
56	0.0717564742
57	0.07093539124
58	0.07051207199
59	0.06997573004
60	0.06933481949
61	0.06902598601
62	0.06829553791
63	0.06750267439
64	0.06710836824
65	0.06638074967
66	0.06570006689
67	0.06537480831
68	0.06487385626
69	0.06438204154
70	0.06385886728
71	0.06356534781
72	0.06330709401
73	0.06275765338
74	0.06242122849
75	0.06205196027
76	0.06142230575
77	0.06090542549
78	0.06050218904
79	0.05995645441
80	0.05965418408
81	0.05934500554
82	0.05866789074
83	0.05826861564
84	0.05796466829
85	0.05732370253
86	0.05710954118
87	0.05674457593
88	0.05629102896
89	0.05580632604
90	0.05563780648
91	0.05516305179
92	0.05494829003
93	0.05468890097
94	0.05420119943
95	0.05391123067
96	0.05376866348
97	0.05342628966
98	0.05300895729
99	0.0525183641
100	0.0521359558
101	0.0518882748
102	0.05162414109
103	0.05152161528
104	0.05132716751
105	0.05101708835
106	0.05066376906
107	0.05037242694
108	0.05013463207
109	0.04960922179
110	0.04938697556
111	0.04916756922
112	0.04899463283
113	0.04868952261
114	0.04831187966
115	0.04822413989
116	0.04802892953
117	0.04755679389
118	0.04735250141
119	0.04712525518
120	0.04693805379
121	0.04678607666
122	0.04666158399
123	0.04653425143
124	0.04629497623
125	0.04592477634
126	0.0457645418
127	0.04549126041
128	0.04516021508
129	0.04494166795
130	0.04470347625
131	0.04460915264
132	0.04454926655
133	0.04430048825
134	0.044196734
135	0.04377172393
136	0.04343422588
137	0.04327225221
138	0.04316130336
139	0.04295691771
140	0.04282684533
141	0.04274936781
142	0.04257973715
143	0.04230306031
144	0.04215677331
145	0.0418894374
146	0.04177731532
147	0.04161685304
148	0.04154866122
149	0.04137470689
150	0.04104071815
151	0.04097845801
152	0.0408740585
153	0.04078704337
154	0.04062622567
155	0.04049523887
156	0.04029488014
157	0.04010406591
158	0.03998549111
159	0.03986279968
160	0.03968069835
161	0.03964682328
162	0.03954354178
163	0.03943441142
164	0.03936550532
165	0.03926935977
166	0.03915137503
167	0.03898294174
168	0.03883892182
169	0.0387229143
170	0.0386072484
171	0.03846047141
172	0.03834334589
173	0.03824475727
174	0.03813193126
175	0.03803149309
176	0.03795477472
177	0.03776127243
178	0.03739862602
179	0.0373612934
180	0.03730785658
181	0.03714408512
182	0.03704549651
183	0.03701071392
184	0.03679394733
185	0.03665137668
186	0.03658319868
187	0.03641883716
188	0.0363419566
189	0.03623749152
190	0.03613988979
191	0.03609282633
192	0.03605592504
193	0.03600623563
194	0.03589520741
195	0.03561118759
196	0.0353772816
197	0.03522510089
198	0.03511667446
199	0.03497059795
